track_key,song,artist,entry_date,exit_date,total_days,peak_position,album_type,total_tracks,is_explicit,duration_ms,avg_popularity,max_popularity,peak_date,days_to_peak,is_still_active,album_size_bucket
heavy is the crown || linkin park,Heavy Is the Crown,Linkin Park,2025-09-27,2025-09-27,1,49,single,2,False,167012,78.0,78,2025-09-27,0,False,EP (2-5)
barro || duki,Barro,Duki,2025-10-20,2025-10-20,1,40,single,1,False,201052,60.0,60,2025-10-20,0,False,Single (1)
bandit || don toliver,BANDIT,Don Toliver,2025-06-21,2025-06-21,1,27,album,16,True,147706,69.0,69,2025-06-21,0,False,Large Album (13+)
aunque llegue otro (feat. jay wheeler) || myke towers,AUNQUE LLEGUE OTRO (feat. Jay Wheeler),Myke Towers,2025-08-24,2025-08-24,1,23,album,20,True,197800,0.0,0,2025-08-24,0,False,Large Album (13+)
beso prohibido || beny jr,Beso Prohibido,Beny Jr,2025-09-07,2025-09-07,1,49,album,14,False,152866,64.0,64,2025-09-07,0,False,Large Album (13+)
dinero y fama (feat. omar montes) || myke towers,DINERO y FAMA (feat. Omar Montes),Myke Towers,2025-08-24,2025-08-24,1,40,album,20,True,215946,0.0,0,2025-08-24,0,False,Large Album (13+)
volver || tainy,VOLVER,Tainy,2024-07-02,2024-07-02,1,49,album,19,True,185806,69.0,69,2024-07-02,0,False,Large Album (13+)
desquite || feid,DESQUITE,Feid,2024-12-02,2024-12-02,1,39,album,10,False,133546,0.0,0,2024-12-02,0,False,Album (6-12)
detrás del dj || rels b,Detrás del DJ,Rels B,2025-04-28,2025-04-28,1,39,album,13,True,119354,66.0,66,2025-04-28,0,False,Large Album (13+)
vampire || olivia rodrigo,vampire,Olivia Rodrigo,2024-07-02,2024-07-02,1,48,single,1,True,219724,85.0,85,2024-07-02,0,False,Single (1)
duro de verdad pt.2 || los sufridos,Duro De Verdad pt.2,Los Sufridos,2025-09-20,2025-09-20,1,39,single,1,False,204303,55.0,55,2025-09-20,0,False,Single (1)
do it 4 th€ gram || cruz cafuné,do it 4 th€ gram,Cruz Cafuné,2025-07-21,2025-07-21,1,34,single,6,True,150582,54.0,54,2025-07-21,0,False,Album (6-12)
dios #1 || cruz cafuné,Dios #1,Cruz Cafuné,2024-05-28,2024-05-28,1,43,album,23,True,200125,56.0,56,2024-05-28,0,False,Large Album (13+)
sigo enamorau' || eladio carrion,Sigo Enamorau',Eladio Carrion,2025-01-21,2025-01-21,1,17,album,17,True,194941,68.0,68,2025-01-21,0,False,Large Album (13+)
caché || myke towers,CACHÉ,Myke Towers,2025-08-24,2025-08-24,1,47,album,20,True,196906,0.0,0,2025-08-24,0,False,Large Album (13+)
sonrisa || eladio carrion,Sonrisa,Eladio Carrion,2025-01-21,2025-01-21,1,16,album,17,True,152380,68.0,68,2025-01-21,0,False,Large Album (13+)
tanta droga || eladio carrion,Tanta Droga,Eladio Carrion,2025-01-21,2025-01-21,1,27,album,17,True,248878,68.0,68,2025-01-21,0,False,Large Album (13+)
